Created Date,Account Record Type,Membership Category,Membership Status,Member Type,Person Account: State/Province,Person Account: Country,Transaction Date,Total Payment,Unit Price,Order Id,Product: Product Name,Product: Record Type
2019-03-28,Individual,Individual,Future,Professional,"",Turkey,2019-03-28,0,0,Order 0328325,Professional,Membership
2019-03-28,Individual,Individual,Expired,Individual Green Membership,"",Turkey,2019-03-28,0,0,Order 0328328,Professional,Membership
2019-03-28,Individual,Individual,Expired,Individual Green Membership,"",Turkey,2019-03-28,0,0,Order 0328329,Professional,Membership
2019-03-29,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-03-29,0,0,Order 0328614,Professional,Membership
2019-03-29,Individual,Individual,Current,Professional,"",Romania,2019-03-29,0,0,Order 0328621,Professional,Membership
2019-03-29,Individual,Individual,Current,Professional,"",Netherlands,2019-03-29,0,0,Order 0328685,Professional,Membership
2019-03-29,Individual,Individual,Expired,Government,"",Netherlands,2019-03-29,0,0,Order 0328687,Professional,Membership
2019-03-29,Individual,Individual,Current,Not-For-Profit,"",Netherlands,2019-03-29,0,0,Order 0328688,Professional,Membership
2019-03-29,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-03-29,0,0,Order 0328689,Professional,Membership
2019-03-29,Individual,Individual,Expired,Professional,"",Netherlands,2019-03-29,0,0,Order 0328690,Professional,Membership
2019-03-29,Individual,Individual,Current,Not-For-Profit,"",Netherlands,2019-03-29,0,0,Order 0328691,Professional,Membership
2019-03-29,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-03-29,0,0,Order 0328692,Professional,Membership
2019-03-29,Individual,Individual,Current,Higher Education,"",Netherlands,2019-03-29,0,0,Order 0328695,Professional,Membership
2019-03-29,Individual,Individual,Expired,Professional,"",Netherlands,2019-03-29,0,0,Order 0328696,Professional,Membership
2019-01-31,Individual,Individual,Expired,Professional,Zürich,Switzerland,2019-04-01,0,0,Order 0329373,Professional,Membership
2019-02-05,Individual,Individual,Expired,Professional,Basel-Landschaft,Switzerland,2019-04-01,0,0,Order 0329369,Professional,Membership
2019-02-27,Individual,Individual,Expired,Professional,Karnataka,India,2019-04-01,0,0,Order 0329594,Professional,Membership
2019-04-01,Individual,Individual,Expired,Individual Green Membership,Basel-Stadt,Switzerland,2019-04-01,0,0,Order 0329371,Professional,Membership
2019-04-01,Individual,Individual,Current,Professional,"",Switzerland,2019-04-01,0,0,Order 0329372,Professional,Membership
2019-04-01,Individual,Individual,Expired,Individual Green Membership,Zürich,Switzerland,2019-04-01,0,0,Order 0329375,Professional,Membership
2019-03-04,Individual,Individual,Expired,Individual Green Membership,Distrito Federal,Brazil,2019-04-02,0,0,Order 0329829,Professional,Membership
2019-03-20,Individual,Individual,Expired,Individual Green Membership,São Paulo,Brazil,2019-04-02,0,0,Order 0329848,Professional,Membership
2019-03-22,Individual,Individual,Expired,Professional,"",Brazil,2019-04-02,0,0,Order 0329825,Professional,Membership
2019-03-22,Individual,Individual,Expired,Professional,"",Brazil,2019-04-02,0,0,Order 0329837,Professional,Membership
2019-03-22,Individual,Individual,Current,Professional,São Paulo,Brazil,2019-04-02,0,0,Order 0329839,Professional,Membership
2019-03-22,Individual,Individual,Expired,Professional,"",Brazil,2019-04-02,0,0,Order 0329847,Professional,Membership
2019-03-22,Individual,Individual,Expired,Professional,"",Brazil,2019-04-02,0,0,Order 0329850,Professional,Membership
2019-04-02,Individual,Individual,Expired,Individual Green Membership,Santa Catarina,Brazil,2019-04-02,0,0,Order 0329823,Professional,Membership
2019-04-02,Individual,Individual,Expired,Individual Green Membership,"",Brazil,2019-04-02,0,0,Order 0329828,Professional,Membership
2019-04-02,Individual,Individual,Expired,Individual Green Membership,Santa Catarina,Brazil,2019-04-02,0,0,Order 0329830,Professional,Membership
2019-04-02,Individual,Individual,Expired,Professional,"",Brazil,2019-04-02,0,0,Order 0329843,Professional,Membership
2019-04-02,Individual,Individual,Expired,Individual Green Membership,"",Brazil,2019-04-02,0,0,Order 0329856,Professional,Membership
2019-04-02,Individual,Individual,Expired,Individual Green Membership,"",Poland,2019-04-02,0,0,Order 0330190,Professional,Membership
2019-02-01,Individual,Individual,Expired,Individual Green Membership,SC,United States,2019-04-03,0,0,Order 0330650,Professional,Membership
2019-04-03,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-03,0,0,Order 0330430,Professional,Membership
2019-04-03,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-03,0,0,Order 0330432,Professional,Membership
2019-04-03,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-03,0,0,Order 0330433,Professional,Membership
2019-04-03,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-03,0,0,Order 0330436,Professional,Membership
2019-04-03,Individual,Individual,Expired,Individual Green Membership,SC,United States,2019-04-03,0,0,Order 0330658,Professional,Membership
2019-04-03,Individual,Individual,Expired,Individual Green Membership,SC,United States,2019-04-03,0,0,Order 0330664,Professional,Membership
2019-01-31,Individual,Individual,Expired,Professional,Zürich,Switzerland,2019-04-04,0,0,Order 0331424,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331188,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331196,Professional,Membership
2019-04-04,Individual,Individual,Expired,Government,"",Netherlands,2019-04-04,0,0,Order 0331197,Professional,Membership
2019-04-04,Individual,Individual,Expired,Professional,"",Netherlands,2019-04-04,0,0,Order 0331200,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331201,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331202,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331205,Professional,Membership
2019-04-04,Individual,Individual,Expired,Professional,"",Netherlands,2019-04-04,0,0,Order 0331206,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331207,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331209,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Netherlands,2019-04-04,0,0,Order 0331210,Professional,Membership
2019-04-04,Individual,Individual,Expired,Professional,"",Netherlands,2019-04-04,0,0,Order 0331212,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,São Paulo,Brazil,2019-04-04,0,0,Order 0331214,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,São Paulo,Brazil,2019-04-04,0,0,Order 0331216,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,São Paulo,Brazil,2019-04-04,0,0,Order 0331220,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",Brazil,2019-04-04,0,0,Order 0331226,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,São Paulo,Brazil,2019-04-04,0,0,Order 0331227,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331495,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331496,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331497,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331500,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331503,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331504,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331509,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331510,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331508,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,London,United Kingdom,2019-04-04,0,0,Order 0331522,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,Norfolk,United Kingdom,2019-04-04,0,0,Order 0331524,Professional,Membership
2019-04-04,Individual,Individual,Expired,Professional,"",United Kingdom,2019-04-04,0,0,Order 0331525,Professional,Membership
2019-04-04,Individual,Individual,Expired,Professional,"",United Kingdom,2019-04-04,0,0,Order 0331528,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331529,Professional,Membership
2019-04-04,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2019-04-04,0,0,Order 0331531,Professional,Membership
2019-03-07,Individual,Individual,Expired,Individual Green Membership,"",Canada,2019-04-08,0,0,Order 0332816,Professional,Membership
2019-03-14,Individual,Individual,Expired,Individual Green Membership,Ontario,Canada,2019-04-08,0,0,Order 0332813,Professional,Membership
2019-03-21,Individual,Individual,Expired,Government,Ontario,Canada,2019-04-08,0,0,Order 0332818,Professional,Membership
2019-04-08,Individual,Individual,Current,Professional,São Paulo,Brazil,2019-04-08,0,0,Order 0332560,Professional,Membership
2019-04-08,Individual,Individual,Expired,Individual Green Membership,Rio de Janeiro,Brazil,2019-04-08,0,0,Order 0332565,Professional,Membership
2017-09-13,Individual,Individual,Expired,Professional,"","",2015-09-09,0,0,Order 0141383,Professional,Membership
2016-01-11,Individual,Individual,Expired,Professional,WA,United States,2016-07-19,0,0,Order 0046609,Professional,Membership
2016-01-14,Individual,Individual,Expired,Professional,"","",2017-03-13,0,0,Order 0094808,Professional,Membership
2017-04-27,Individual,Individual,Current,Professional,Leicestershire,United Kingdom,2017-04-03,0,0,Order 0107041,Professional,Membership
2017-05-16,Individual,Individual,Expired,Professional,London,United Kingdom,2017-04-05,0,0,Order 0101965,Professional,Membership
2017-04-10,Individual,Individual,Expired,Professional,Surrey,United Kingdom,2017-04-10,0,0,Order 0103395,Professional,Membership
2017-04-10,Individual,Individual,Expired,Professional,"",Czech Republic,2017-04-10,0,0,Order 0103394,Professional,Membership
2017-04-12,Individual,Individual,Expired,Professional,"",Portugal,2017-04-12,0,0,Order 0103864,Professional,Membership
2017-04-12,Individual,Individual,Expired,Professional,"",Portugal,2017-04-12,0,0,Order 0103865,Professional,Membership
2017-04-12,Individual,Individual,Expired,Professional,"",Sweden,2017-04-12,0,0,Order 0103982,Professional,Membership
2017-04-14,Individual,Individual,Expired,Professional,"",United Kingdom,2017-04-14,0,0,Order 0104407,Professional,Membership
2017-04-17,Individual,Individual,Expired,Professional,"",United Kingdom,2017-04-17,0,0,Order 0104823,Professional,Membership
2017-04-20,Individual,Individual,Current,Professional,VA,United States,2017-04-20,0,0,Order 0105663,Professional,Membership
2017-04-20,Individual,Individual,Expired,Professional,"",Sweden,2017-04-20,0,0,Order 0105721,Professional,Membership
2017-04-20,Individual,Individual,Expired,Professional,"",Sweden,2017-04-20,0,0,Order 0105724,Professional,Membership
2017-04-19,Individual,Individual,Expired,Professional,"",Romania,2017-04-24,0,0,Order 0106117,Professional,Membership
2017-04-11,Individual,Individual,Current,Professional,London,United Kingdom,2017-04-25,0,0,Order 0106620,Professional,Membership
2017-04-25,Individual,Individual,Expired,Professional,"","",2017-04-25,0,0,Order 0106603,Professional,Membership
2017-04-25,Individual,Individual,Expired,Individual Green Membership,"",Singapore,2017-04-26,0,0,Order 0106743,Professional,Membership
2017-04-25,Individual,Individual,Expired,Professional,"",Singapore,2017-04-26,0,0,Order 0106748,Professional,Membership
2017-04-25,Individual,Individual,Expired,Individual Green Membership,"",Singapore,2017-04-26,0,0,Order 0106756,Professional,Membership
2017-04-26,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2017-04-26,0,0,Order 0106730,Professional,Membership
2017-04-26,Individual,Individual,Expired,Professional,"",France,2017-04-26,0,0,Order 0106734,Professional,Membership
2017-04-18,Individual,Individual,Current,Professional,"",Russian Federation,2017-04-27,0,0,Order 0107047,Professional,Membership
2017-04-22,Individual,Individual,Expired,Professional,"",Russian Federation,2017-04-27,0,0,Order 0107046,Professional,Membership
2017-04-27,Individual,Individual,Expired,Professional,"",Finland,2017-04-27,0,0,Order 0107044,Professional,Membership
2017-04-27,Individual,Individual,Expired,Individual Green Membership,Wiltshire,United Kingdom,2017-04-27,0,0,Order 0107048,Professional,Membership
2017-05-06,Individual,Individual,Current,Professional,"",Denmark,2017-04-30,0,0,Order 0110109,Professional,Membership
2017-04-19,Individual,Individual,Expired,Professional,"",France,2017-05-01,0,0,Order 0108024,Professional,Membership
2017-04-23,Individual,Individual,Expired,Professional,"",Malaysia,2017-05-01,0,0,Order 0107456,Professional,Membership
2017-04-28,Individual,Individual,Current,Professional,"",United Kingdom,2017-05-01,0,0,Order 0107550,Professional,Membership
2017-05-02,Individual,Individual,Expired,Professional,"",France,2017-05-02,0,0,Order 0107926,Professional,Membership
2017-05-02,Individual,Individual,Expired,Government,"",Belgium,2017-05-02,0,0,Order 0107937,Professional,Membership
2017-05-02,Individual,Individual,Expired,Professional,Zug,Switzerland,2017-05-02,0,0,Order 0107948,Professional,Membership
2017-05-02,Individual,Individual,Expired,Professional,"",Belgium,2017-05-02,0,0,Order 0107951,Professional,Membership
2017-05-02,Individual,Individual,Expired,Professional,"",United Kingdom,2017-05-02,0,0,Order 0107921,Professional,Membership
2017-04-24,Individual,Individual,Expired,Professional,"",Netherlands,2017-05-03,0,0,Order 0108166,Professional,Membership
2017-05-04,Individual,Individual,Expired,Professional,"",Belgium,2017-05-04,0,0,Order 0108484,Professional,Membership
2017-04-28,Individual,Individual,Expired,Professional,"",Belgium,2017-05-05,0,0,Order 0108653,Professional,Membership
2017-05-04,Individual,Individual,Current,Professional,Essex,United Kingdom,2017-05-09,0,0,Order 0109268,Professional,Membership
2017-04-27,Individual,Individual,Current,Professional,"",Belgium,2017-05-09,0,0,Order 0109305,Professional,Membership
2017-05-08,Individual,Individual,Current,Professional,West Midlands,United Kingdom,2017-05-09,0,0,Order 0109303,Professional,Membership
2017-05-09,Individual,Individual,Expired,Professional,"",Netherlands,2017-05-09,0,0,Order 0109297,Professional,Membership
2017-05-10,Individual,Individual,Current,Higher Education,Oxfordshire,United Kingdom,2017-05-10,0,0,Order 0109669,Professional,Membership
2017-05-10,Individual,Individual,Expired,Professional,"","",2017-05-10,0,0,Order 0109617,Professional,Membership
2017-05-10,Individual,Individual,Expired,Professional,"",United States,2017-05-10,0,0,Order 0109521,Professional,Membership
2017-05-10,Individual,Individual,Expired,Professional,"","",2017-05-10,0,0,Order 0109523,Professional,Membership
2017-05-10,Individual,Individual,Expired,Professional,"","",2017-05-10,0,0,Order 0109619,Professional,Membership
2017-05-10,Individual,Individual,Expired,Professional,"","",2017-05-10,0,0,Order 0109547,Professional,Membership
2017-05-10,Individual,Individual,Current,Professional,"",Latvia,2017-05-10,0,0,Order 0109592,Professional,Membership
2017-05-10,Individual,Individual,Current,Professional,"",Singapore,2017-05-10,0,0,Order 0109845,Professional,Membership
2017-04-25,Individual,Individual,Current,Professional,"",Estonia,2017-05-12,0,0,Order 0110013,Professional,Membership
2017-04-27,Individual,Individual,Expired,Professional,Leicestershire,United Kingdom,2017-05-12,0,0,Order 0110030,Professional,Membership
2017-05-12,Individual,Individual,Expired,Professional,"",Germany,2017-05-12,0,0,Order 0110020,Professional,Membership
2017-05-12,Individual,Individual,Current,Professional,"",United Kingdom,2017-05-12,0,0,Order 0110033,Professional,Membership
2017-05-16,Individual,Individual,Expired,Professional,"",Belgium,2017-05-15,0,0,Order 0110538,Professional,Membership
2017-05-16,Individual,Individual,Expired,Professional,"","",2017-05-16,0,0,Order 0110542,Professional,Membership
2017-04-19,Individual,Individual,Expired,Professional,"",Guernsey,2017-05-17,0,0,Order 0110789,Professional,Membership
2017-05-17,Individual,Individual,Grace,Professional,Hertfordshire,United Kingdom,2017-05-17,0,0,Order 0110786,Professional,Membership
2017-05-17,Individual,Individual,Expired,Professional,"",United Kingdom,2017-05-17,0,0,Order 0110791,Professional,Membership
2017-05-19,Individual,Individual,Expired,Individual Green Membership,"",Greece,2017-05-19,0,0,Order 0111328,Professional,Membership
2017-05-19,Individual,Individual,Current,Professional,Cambridgeshire,United Kingdom,2017-05-19,0,0,Order 0111351,Professional,Membership
2017-05-22,Individual,Individual,Expired,Professional,"",Netherlands,2017-05-22,0,0,Order 0111604,Professional,Membership
2017-05-22,Individual,Individual,Expired,Professional,"",Netherlands,2017-05-22,0,0,Order 0111605,Professional,Membership
2017-05-22,Individual,Individual,Current,Professional,"",Jersey,2017-05-22,0,0,Order 0111681,Professional,Membership
2017-05-23,Individual,Individual,Expired,Professional,North Rhine-Westphalia,Germany,2017-05-23,0,0,Order 0111833,Professional,Membership
2017-05-16,Individual,Individual,Current,Professional,"",Belgium,2017-05-24,0,0,Order 0112052,Professional,Membership
2017-05-23,Individual,Individual,Expired,Professional,"","",2017-05-24,0,0,Order 0112044,Professional,Membership
2017-05-24,Individual,Individual,Current,Higher Education,Buckinghamshire,United Kingdom,2017-05-24,0,0,Order 0112054,Professional,Membership
2017-05-25,Individual,Individual,Current,Government,Bristol Avon,United Kingdom,2017-05-25,0,0,Order 0112417,Professional,Membership
2017-05-26,Individual,Individual,Expired,Professional,"",Turkey,2017-05-26,0,0,Order 0112521,Professional,Membership
2017-05-15,Individual,Individual,Current,Not-For-Profit,"",Netherlands,2017-05-30,0,0,Order 0113172,Professional,Membership
2017-05-22,Individual,Individual,Current,Professional,"",Israel,2017-05-30,0,0,Order 0113040,Professional,Membership
2017-05-30,Individual,Individual,Expired,Professional,"",Bermuda,2017-05-30,0,0,Order 0113171,Professional,Membership
2017-06-14,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2017-06-01,0,0,Order 0116310,Professional,Membership
2017-05-26,Individual,Individual,Current,Professional,Surrey,United Kingdom,2017-06-05,0,0,Order 0114198,Professional,Membership
2017-05-08,Individual,Individual,Expired,Professional,"",France,2017-06-06,0,0,Order 0114550,Professional,Membership
2017-05-31,Individual,Individual,Current,Professional,Wicklow,Ireland,2017-06-06,0,0,Order 0114485,Professional,Membership
2017-06-06,Individual,Individual,Current,Higher Education,"",Portugal,2017-06-06,0,0,Order 0114495,Professional,Membership
2017-06-06,Individual,Individual,Grace,Professional,"",Portugal,2017-06-06,0,0,Order 0114624,Professional,Membership
2017-05-05,Individual,Individual,Expired,Professional,"",Portugal,2017-06-07,0,0,Order 0114813,Professional,Membership
2017-06-05,Individual,Individual,Expired,Professional,"",Czech Republic,2017-06-08,0,0,Order 0115175,Professional,Membership
2017-06-08,Individual,Individual,Current,Professional,"",Greece,2017-06-08,0,0,Order 0115113,Professional,Membership
2017-05-24,Individual,Individual,Expired,Professional,"",Netherlands,2017-06-09,0,0,Order 0115310,Professional,Membership
2017-06-12,Individual,Individual,Expired,Individual Green Membership,West Midlands,United Kingdom,2017-06-12,0,0,Order 0115606,Professional,Membership
2017-06-12,Individual,Individual,Expired,Professional,"",Belgium,2017-06-12,0,0,Order 0115671,Professional,Membership
2017-06-13,Individual,Individual,Current,Student,Oxfordshire,United Kingdom,2017-06-13,0,0,Order 0115873,Professional,Membership
2017-06-13,Individual,Individual,Current,Professional,"",Switzerland,2017-06-13,0,0,Order 0115881,Professional,Membership
2017-06-13,Individual,Individual,Current,Higher Education,Dorset,United Kingdom,2017-06-13,0,0,Order 0115884,Professional,Membership
2017-06-13,Individual,Individual,Expired,Professional,"","",2017-06-13,0,0,Order 0116032,Professional,Membership
2017-06-13,Individual,Individual,Current,Professional,Surrey,United Kingdom,2017-06-14,0,0,Order 0116181,Professional,Membership
2017-06-14,Individual,Individual,Expired,Professional,"",United Kingdom,2017-06-14,0,0,Order 0116314,Professional,Membership
2017-06-14,Individual,Individual,Expired,Professional,MA,United States,2017-06-14,0,0,Order 0116316,Professional,Membership
2017-06-14,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2017-06-14,0,0,Order 0116322,Professional,Membership
2017-06-15,Individual,Individual,Current,Professional,WA,United States,2017-06-14,0,0,Order 0116440,Professional,Membership
2017-06-15,Individual,Individual,Expired,Professional,"",Belgium,2017-06-14,0,0,Order 0116444,Professional,Membership
2017-06-16,Individual,Individual,Grace,Professional,"",United States,2017-06-16,0,0,Order 0116741,Professional,Membership
2017-05-18,Individual,Individual,Grace,Professional,Oxfordshire,United Kingdom,2017-06-19,0,0,Order 0117007,Professional,Membership
2017-06-19,Individual,Individual,Current,Professional,CA,United States,2017-06-19,0,0,Order 0117028,Professional,Membership
2017-05-15,Individual,Individual,Current,Professional,OR,United States,2017-06-22,0,0,Order 0118107,Professional,Membership
2017-06-22,Individual,Individual,Expired,Professional,"",Belgium,2017-06-22,0,0,Order 0118104,Professional,Membership
2017-06-22,Individual,Individual,Grace,Professional,"",Germany,2017-06-22,0,0,Order 0118118,Professional,Membership
2017-06-25,Individual,Individual,Expired,Professional,"",Belgium,2017-06-26,0,0,Order 0118811,Professional,Membership
2017-06-26,Individual,Individual,Expired,Professional,Geneva,Switzerland,2017-06-26,0,0,Order 0118810,Professional,Membership
2017-06-26,Individual,Individual,Expired,Professional,FL,United States,2017-06-26,0,0,Order 0118830,Professional,Membership
2017-06-13,Individual,Individual,Current,Professional,Essex,United Kingdom,2017-06-28,0,0,Order 0119307,Professional,Membership
2017-06-28,Individual,Individual,Expired,Professional,Buckinghamshire,United Kingdom,2017-06-28,0,0,Order 0119383,Professional,Membership
2017-06-28,Individual,Individual,Expired,Professional,CO,United States,2017-06-28,0,0,Order 0119341,Professional,Membership
2017-06-28,Individual,Individual,Expired,Professional,"",Belgium,2017-06-28,0,0,Order 0119476,Professional,Membership
2017-07-24,Individual,Individual,Expired,Professional,"",Bulgaria,2017-07-05,0,0,Order 0124733,Professional,Membership
2017-04-27,Individual,Individual,Expired,Individual Green Membership,"",Belgium,2017-07-06,0,0,Order 0120850,Professional,Membership
2017-05-08,Individual,Individual,Current,Government,"",Netherlands,2017-07-06,0,0,Order 0120828,Professional,Membership
2017-05-08,Individual,Individual,Current,Government,"",Netherlands,2017-07-06,0,0,Order 0120830,Professional,Membership
2017-05-08,Individual,Individual,Current,Government,"",Netherlands,2017-07-06,0,0,Order 0120836,Professional,Membership
2017-05-15,Individual,Individual,Grace,Professional,Haryana,India,2017-07-06,0,0,Order 0120851,Professional,Membership
2017-06-08,Individual,Individual,Current,Professional,"",Austria,2017-07-06,0,0,Order 0120998,Professional,Membership
2017-06-16,Individual,Individual,Expired,Professional,"",France,2017-07-06,0,0,Order 0120995,Professional,Membership
2017-06-26,Individual,Individual,Current,Professional,"",Netherlands,2017-07-06,0,0,Order 0120989,Professional,Membership
2017-04-24,Individual,Individual,Grace,Not-For-Profit,Dublin,Ireland,2017-07-11,0,0,Order 0121871,Professional,Membership
2017-05-22,Individual,Individual,Expired,Professional,"",Netherlands,2017-07-11,0,0,Order 0121990,Professional,Membership
2017-07-03,Individual,Individual,Expired,Professional,"",Costa Rica,2017-07-11,0,0,Order 0121858,Professional,Membership
2017-07-06,Individual,Individual,Grace,Government,Bavaria,Germany,2017-07-11,0,0,Order 0121857,Professional,Membership
2017-07-11,Individual,Individual,Expired,Professional,"",Denmark,2017-07-11,0,0,Order 0121863,Professional,Membership
2017-07-11,Individual,Individual,Expired,Professional,"",Netherlands,2017-07-11,0,0,Order 0121870,Professional,Membership
2017-07-11,Individual,Individual,Expired,Professional,"",Netherlands,2017-07-11,0,0,Order 0121903,Professional,Membership
2017-07-11,Individual,Individual,Expired,Professional,"",Netherlands,2017-07-11,0,0,Order 0121905,Professional,Membership
2017-07-11,Individual,Individual,Current,Professional,"",Singapore,2017-07-11,0,0,Order 0121925,Professional,Membership
2017-07-13,Individual,Individual,Current,Professional,"",United Kingdom,2017-07-13,0,0,Order 0122335,Professional,Membership
2017-05-24,Individual,Individual,Expired,Professional,"",Croatia,2017-07-14,0,0,Order 0122597,Professional,Membership
2017-06-02,Individual,Individual,Expired,Professional,WA,United States,2017-07-14,0,0,Order 0122585,Professional,Membership
2017-07-07,Individual,Individual,Current,Professional,"",Germany,2017-07-14,0,0,Order 0122600,Professional,Membership
2017-07-13,Individual,Individual,Current,Professional,"",Netherlands,2017-07-14,0,0,Order 0122590,Professional,Membership
2017-07-14,Individual,Individual,Current,Professional,Ontario,Canada,2017-07-14,0,0,Order 0122605,Professional,Membership
2017-06-25,Individual,Individual,Current,Professional,"",Japan,2017-07-18,0,0,Order 0123151,Professional,Membership
2017-07-18,Individual,Individual,Current,Professional,"",Greece,2017-07-18,0,0,Order 0123157,Professional,Membership
2017-07-21,Individual,Individual,Expired,Professional,"",Singapore,2017-07-21,0,0,Order 0123968,Professional,Membership
2017-07-03,Individual,Individual,Future,Professional,Karnataka,India,2017-07-25,0,0,Order 0124334,Professional,Membership
2017-07-13,Individual,Individual,Future,Professional,Schaffhausen,Switzerland,2017-07-25,0,0,Order 0124333,Professional,Membership
2017-07-25,Individual,Individual,Future,Professional,"",France,2017-07-25,0,0,Order 0124339,Professional,Membership
2017-07-25,Individual,Individual,Current,Professional,Haryana,India,2017-07-25,0,0,Order 0124340,Professional,Membership
2017-06-29,Individual,Individual,Current,Professional,"",Finland,2017-07-26,0,0,Order 0124526,Professional,Membership
2017-08-01,Individual,Individual,Expired,Professional,"",Greece,2017-07-26,0,0,Order 0124482,Professional,Membership
2017-07-27,Individual,Individual,Expired,Transitional,"",Hungary,2017-07-27,0,0,Order 0124705,Professional,Membership
2017-07-26,Individual,Individual,Current,Professional,"",Netherlands,2017-07-31,0,0,Order 0125479,Professional,Membership
2017-04-18,Individual,Individual,Current,Professional,Gorizia,Italy,2017-08-01,0,0,Order 0128149,Professional,Membership
2017-06-15,Individual,Individual,Current,Professional,London,United Kingdom,2017-08-01,0,0,Order 0125682,Professional,Membership
2017-07-13,Individual,Individual,Expired,Professional,UT,United States,2017-08-01,0,0,Order 0125696,Professional,Membership
2017-07-21,Individual,Individual,Future,Professional,Geneva,Switzerland,2017-08-01,0,0,Order 0128806,Professional,Membership
2017-08-01,Individual,Individual,Expired,Professional,"","",2017-08-01,0,0,Order 0125671,Professional,Membership
2017-08-02,Individual,Individual,Current,Professional,London,United Kingdom,2017-08-01,0,0,Order 0129367,Professional,Membership
2017-05-11,Individual,Individual,Current,Professional,"",United Kingdom,2017-08-02,0,0,Order 0126144,Professional,Membership
2017-07-20,Individual,Individual,Expired,Professional,"",United Kingdom,2017-08-02,0,0,Order 0125970,Professional,Membership
2017-07-27,Individual,Individual,Expired,Professional,"",United Kingdom,2017-08-02,0,0,Order 0126215,Professional,Membership
2017-07-31,Individual,Individual,Expired,Professional,Vienna,Austria,2017-08-02,0,0,Order 0125963,Professional,Membership
2017-08-02,Individual,Individual,Current,Retired,WA,United States,2017-08-02,0,0,Order 0126195,Professional,Membership
2017-06-09,Individual,Individual,Current,Professional,Ontario,Canada,2017-08-03,0,0,Order 0126493,Professional,Membership
2017-06-23,Individual,Individual,Expired,Professional,West Yorkshire,United Kingdom,2017-08-03,0,0,Order 0126492,Professional,Membership
2017-06-28,Individual,Individual,Current,Professional,"",Singapore,2017-08-03,0,0,Order 0126471,Professional,Membership
2017-07-20,Individual,Individual,Current,Professional,Tamil Nadu,India,2017-08-04,0,0,Order 0126797,Professional,Membership
2017-07-31,Individual,Individual,Expired,Individual Green Membership,"",United Kingdom,2017-08-04,0,0,Order 0126790,Professional,Membership
